,income_type,children,days_employed,dob_years,education_id,family_status_id,gender,debt,total_income,purpose,total_income_category,purpose_category
19080,сотрудник,0,1016.5533852648905,28,0,3,F,0,96469,покупка жилой недвижимости,C,операции с недвижимостью
19081,сотрудник,0,3067.0033148254743,44,1,0,M,0,169688,образование,C,получение образования
19082,сотрудник,0,1301.8236224174498,58,1,4,F,0,90486,заняться образованием,C,получение образования
19083,пенсионер,0,382422.0070892707,72,1,1,F,0,96720,дополнительное образование,C,получение образования
19084,компаньон,0,479.86175458255326,27,0,4,M,1,162586,на покупку автомобиля,C,операции с автомобилем
19085,сотрудник,1,1001.0898134304707,39,1,0,M,0,248175,операции с коммерческой недвижимостью,B,операции с недвижимостью
19086,сотрудник,0,149.22957269384688,51,1,3,F,0,92677,операции с недвижимостью,C,операции с недвижимостью
19087,госслужащий,1,2839.990724596204,29,1,0,F,0,146233,на покупку подержанного автомобиля,C,операции с автомобилем
19088,сотрудник,1,247.25762339146,41,1,0,F,0,138117,операции с жильем,C,операции с недвижимостью
19089,госслужащий,0,2793.7362178562225,40,1,1,M,0,169651,сыграть свадьбу,C,проведение свадьбы
19090,сотрудник,1,4063.519416360863,46,1,0,F,0,58912,ремонт жилью,C,операции с недвижимостью
19091,компаньон,0,2142.4656582563325,45,1,0,M,0,268727,операции с жильем,B,операции с недвижимостью
19092,сотрудник,0,3276.7833939168604,40,1,1,M,0,334386,на покупку автомобиля,B,операции с автомобилем
19093,пенсионер,0,337768.2600622073,56,0,2,F,0,92683,высшее образование,C,получение образования
19094,компаньон,2,8354.000106962832,42,1,3,F,0,111379,недвижимость,C,операции с недвижимостью
19095,сотрудник,2,1606.0914796122595,27,1,0,F,0,78157,сделка с подержанным автомобилем,C,операции с автомобилем
19096,компаньон,0,2194.220566878695,45,1,0,F,0,172357,покупка недвижимости,C,операции с недвижимостью
19097,компаньон,0,2194.220566878695,29,0,0,F,0,172357,покупка жилья для сдачи,C,операции с недвижимостью
19098,компаньон,0,3944.0743949691746,57,1,0,F,0,101685,покупка жилья для семьи,C,операции с недвижимостью
19099,сотрудник,1,2414.693608817429,29,2,0,F,0,125786,покупка недвижимости,C,операции с недвижимостью
19100,сотрудник,0,914.2864898150128,32,1,0,M,0,179794,на покупку подержанного автомобиля,C,операции с автомобилем
19101,сотрудник,1,2241.650929553624,30,1,0,M,0,84289,покупка недвижимости,C,операции с недвижимостью
19102,сотрудник,1,3470.1255595432594,49,1,0,M,0,272974,операции с коммерческой недвижимостью,B,операции с недвижимостью
